Question ID,Sentence Position,Male Pronoun,Female Pronoun,Neuter Pronoun,Plural Pronoun
3884,0,0,0,0,0
3884,1,0,0,0,0
3884,2,0,0,0,0
3884,3,0,0,1,0
134958,0,0,0,0,0
134958,1,0,0,0,0
134958,2,1,1,0,0
187016,0,0,0,1,0
187016,1,2,2,1,0
187016,2,2,2,1,0
187016,3,2,2,1,0
1842,0,0,0,2,0
1842,1,0,0,3,1
1842,2,0,0,3,1
1850,0,5,0,2,2
1850,1,10,0,2,2
1850,2,11,1,2,2
171837,0,0,0,0,0
171837,1,0,0,0,0
171837,2,0,0,1,1
171837,3,0,0,2,2
186175,0,1,0,0,0
186175,1,4,0,0,0
186175,2,6,0,0,0
186175,3,6,0,0,0
145219,0,0,0,0,0
145219,1,0,0,2,0
145219,2,0,0,3,1
1860,0,0,0,1,0
1860,1,0,0,3,0
1860,2,1,0,5,0
1860,3,1,0,7,2
3909,0,3,0,0,0
3909,1,5,0,0,0
3909,2,6,0,0,0
3909,3,8,1,0,0
3949,0,1,0,2,1
3949,1,2,1,3,1
3949,2,2,1,4,1
3949,3,3,2,5,1
3949,4,3,2,6,2
175947,0,0,0,0,0
175947,1,0,0,1,1
175947,2,0,0,1,1
175949,0,0,0,0,0
175949,1,0,1,0,0
175949,2,0,1,0,0
3918,0,3,0,0,0
3918,1,6,0,1,1
3918,2,8,0,1,1
3918,3,8,0,1,1
146744,0,0,0,0,0
146744,1,2,1,1,0
146744,2,2,1,2,0
146744,3,3,2,2,0
3925,0,0,0,1,0
3925,1,0,0,3,0
3925,2,0,0,4,0
3925,3,1,1,4,0
1880,0,0,0,0,0
1880,1,1,1,0,0
1880,2,2,2,0,1
1880,3,2,2,1,2
145241,0,2,0,0,0
145241,1,4,0,0,0
145241,2,6,1,0,0
145246,0,1,0,0,0
145246,1,2,0,0,0
145246,2,2,0,0,0
106341,0,0,0,1,0
106341,1,1,1,2,1
179857,0,0,0,0,0
179857,1,2,0,1,1
179857,2,3,1,1,1
106349,0,0,0,2,0
106349,1,0,0,2,1
106349,2,0,0,3,1
106349,3,0,0,3,1
106356,0,1,0,0,1
106356,1,2,0,0,1
106356,2,4,0,0,1
106356,3,5,1,0,1
145272,0,0,0,0,0
145272,1,0,0,0,0
145272,2,0,0,0,0
156308,0,0,0,0,0
156308,1,0,0,0,0
156308,2,0,0,0,0
106364,0,0,0,0,0
106364,1,1,1,1,0
106364,2,3,1,4,3
106364,3,3,1,4,3
106364,4,3,1,4,3
118661,0,0,0,0,0
118661,1,0,0,1,1
118661,2,0,0,2,1
118661,3,0,0,4,2
118661,4,0,0,6,3
118661,5,0,0,7,4
178055,0,2,0,0,0
178055,1,4,0,0,0
178055,2,4,0,0,0
147340,0,1,1,3,0
147340,1,1,1,4,1
147352,0,1,0,0,0
147352,1,2,0,0,0
147352,2,4,0,0,0
147352,3,7,0,0,0
147352,4,7,0,0,0
186267,0,0,0,0,0
186267,1,0,0,0,1
186267,2,0,0,0,1
2033,0,0,0,1,0
2033,1,1,0,1,0
2033,2,1,0,3,1
2033,3,1,0,3,1
147368,0,0,0,1,0
147368,1,0,0,2,1
147368,2,0,0,2,1
4012,0,1,0,0,0
4012,1,4,0,0,0
4012,2,4,0,0,0
147375,0,0,0,1,0
147375,1,0,0,2,0
147375,2,0,0,2,0
147375,3,0,0,2,0
4017,0,0,0,0,0
4017,1,2,1,1,0
4017,2,3,2,2,0
4017,3,3,2,3,1
4020,0,0,0,1,0
4020,1,0,0,1,0
4020,2,0,0,1,0
4020,3,0,0,2,1
186293,0,0,0,2,2
186293,1,0,0,2,2
186293,2,0,0,3,3
186293,3,0,0,3,3
4024,0,0,0,0,0
4024,1,1,0,0,0
4024,2,2,0,0,0
4024,3,2,0,0,0
4024,4,2,0,1,1
163773,0,0,0,1,2
163773,1,0,0,1,2
186302,0,1,1,0,0
186302,1,1,5,0,0
186302,2,1,5,0,0
106485,0,0,0,0,0
106485,1,0,0,1,1
106485,2,0,0,1,1
106485,3,0,0,1,1
106485,4,0,0,1,1
106485,5,0,0,1,1
184776,0,1,0,1,1
184776,1,2,0,1,2
184776,2,3,1,1,2
147393,0,1,0,1,1
147393,1,2,0,1,1
147393,2,2,0,1,1
4034,0,0,0,1,0
4034,1,0,0,1,0
4034,2,0,0,2,0
4034,3,0,0,3,0
4034,4,0,0,3,0
4034,5,0,0,3,0
186308,0,0,0,0,0
186308,1,2,0,1,1
186308,2,2,0,1,1
1989,0,0,0,3,2
1989,1,0,0,4,2
1989,2,0,0,5,3
165842,0,1,0,0,0
165842,1,2,0,0,0
165842,2,3,0,0,0
165842,3,4,1,0,0
163801,0,0,0,1,1
163801,1,2,0,1,1
163801,2,2,0,1,1
163803,0,4,1,0,0
163803,1,5,1,0,0
163803,2,5,1,0,0
163804,0,1,0,0,0
163804,1,3,0,0,0
163804,2,4,0,0,0
163804,3,4,0,0,0
165855,0,0,0,1,0
165855,1,0,0,1,0
165855,2,0,0,1,0
4065,0,2,0,1,1
4065,1,4,0,1,1
4065,2,6,0,2,2
4065,3,9,0,2,2
4065,4,9,0,2,2
4065,5,10,1,2,2
163810,0,0,0,1,0
163810,1,0,0,4,0
163810,2,0,0,4,0
180902,0,0,0,0,0
180902,1,0,3,0,0
180902,2,1,4,0,0
147430,0,1,1,2,0
147430,1,1,1,3,0
147430,2,1,1,3,0
112622,0,0,0,0,0
112622,1,0,0,2,2
112622,2,0,0,2,2
112622,3,0,0,4,3
112622,4,0,0,4,3
112622,5,0,0,4,3
112622,6,0,0,4,3
112622,7,0,0,5,4
162472,0,0,0,1,0
162472,1,0,0,3,0
162472,2,0,0,3,0
104435,0,0,0,0,0
104435,1,0,0,0,0
104435,2,0,0,1,0
104435,3,0,0,2,0
104435,4,0,0,2,0
112629,0,0,0,1,0
112629,1,0,0,2,0
112629,2,0,0,4,1
112629,3,0,0,4,1
112629,4,0,0,6,2
112629,5,1,0,8,3
118778,0,0,0,0,0
118778,1,1,1,0,0
118778,2,1,1,0,1
118778,3,2,1,0,1
118778,4,2,1,1,2
118778,5,2,1,2,3
184319,0,1,1,0,0
184319,1,2,1,0,0
184319,2,2,1,0,0
184319,3,3,1,0,0
184319,4,3,1,0,0
178176,0,2,0,0,0
178176,1,3,0,1,1
178176,2,3,0,2,2
178176,3,5,1,2,2
162816,0,2,2,0,0
162816,1,3,2,0,0
162816,2,3,2,0,0
4738,0,1,0,0,0
4738,1,1,0,0,0
4738,2,3,0,0,0
4738,3,3,0,0,0
4738,4,3,0,0,0
147466,0,1,0,0,0
147466,1,1,0,1,1
147466,2,1,0,1,1
147466,3,1,0,1,1
145421,0,1,0,1,0
145421,1,1,0,2,1
145421,2,1,0,2,1
145424,0,0,3,1,0
145424,1,0,5,1,0
145424,2,1,6,2,0
145424,3,1,6,2,0
162136,0,0,0,0,0
162136,1,2,0,0,0
162136,2,3,1,0,0
184427,0,0,0,0,0
184427,1,0,0,0,0
184427,2,0,0,0,0
184427,3,1,1,0,0
113326,0,0,0,3,3
113326,1,0,2,4,3
113326,2,4,4,6,5
113326,3,6,4,6,5
113326,4,6,4,6,5
155679,0,0,0,0,0
155679,1,1,0,2,0
155679,2,1,0,2,0
122914,0,0,1,0,0
122914,1,1,2,0,0
122914,2,1,2,0,0
122914,3,2,2,0,0
122914,4,5,2,2,2
122914,5,7,2,4,4
122914,6,7,3,4,4
122914,7,7,3,4,4
155685,0,3,0,0,0
155685,1,3,0,0,0
155685,2,4,1,0,0
6182,0,0,0,0,0
6182,1,1,1,2,2
6182,2,1,1,2,2
6182,3,2,2,2,2
6182,4,3,2,2,2
104487,0,0,0,2,2
104487,1,1,0,2,2
104487,2,1,0,3,3
104487,3,5,0,6,4
104487,5,6,0,10,6
163881,0,0,0,0,0
163881,1,2,0,1,1
163881,2,3,1,1,1
122922,0,0,0,1,0
122922,1,1,0,3,2
122922,2,2,1,3,2
122922,3,5,1,3,2
122922,4,9,2,4,3
122922,5,9,2,4,3
163889,0,4,2,0,0
163889,1,8,3,0,0
163889,2,8,3,0,0
163890,0,1,2,0,0
163890,1,3,4,0,0
163890,2,3,4,0,0
180038,0,1,0,0,0
180038,1,2,0,0,0
180038,2,2,0,0,0
163893,0,0,0,0,0
163893,1,2,0,0,0
163893,2,4,0,0,0
163893,3,5,1,0,0
106114,0,2,0,0,0
106114,1,3,0,0,2
106114,2,3,0,1,3
5129,0,3,0,3,3
5129,1,4,2,3,3
5129,2,4,3,3,3
5129,3,4,3,3,3
6200,0,0,0,0,0
6200,1,3,1,1,1
6200,2,5,1,2,2
6200,3,8,2,2,2
6200,4,8,2,2,2
106553,0,2,0,2,3
106553,1,4,0,3,4
106553,2,5,1,3,4
163900,0,1,1,0,0
163900,1,2,1,1,1
163900,2,2,1,1,1
184383,0,0,0,0,0
184383,1,2,0,0,0
184383,2,3,0,1,1
184383,3,3,0,1,1
184385,0,1,0,1,1
184385,1,2,0,1,1
184385,2,3,0,2,2
184385,3,3,0,2,2
157193,0,2,0,0,0
157193,1,5,0,1,1
157193,2,5,0,1,1
184389,0,0,3,1,1
184389,1,0,6,1,1
184389,2,0,7,1,1
184389,3,0,7,1,1
173409,0,1,0,1,2
173409,1,2,0,1,2
173409,2,2,0,1,2
102474,0,0,0,0,0
102474,1,1,0,1,1
102474,2,1,0,3,2
102474,3,1,0,4,3
102474,4,1,0,4,3
163915,0,2,0,0,0
163915,1,5,0,0,0
163915,2,5,0,0,0
106577,0,0,0,0,1
106577,1,1,0,1,3
106577,2,2,1,1,3
106577,3,3,1,1,3
163924,0,1,0,0,0
163924,1,3,0,0,0
163924,2,4,0,0,0
163924,3,4,0,0,0
102486,0,0,2,0,1
102486,1,0,2,0,2
102486,2,2,4,0,2
102486,3,3,5,1,3
102486,4,3,5,2,4
102486,5,3,5,2,4
165980,0,2,0,0,0
165980,1,4,0,0,0
165980,2,4,0,0,0
165980,3,4,0,0,0
151646,0,1,0,1,1
151646,1,1,2,1,2
151646,2,2,3,1,2
165983,0,0,0,0,1
165983,1,2,0,0,1
165983,2,3,2,0,2
165983,3,3,2,0,2
6247,0,0,0,0,0
6247,1,1,0,0,0
6247,2,1,1,0,0
6247,3,1,1,0,0
187169,0,3,1,2,3
187169,1,5,1,2,3
187169,2,5,1,2,3
143466,0,0,0,0,0
143466,1,1,1,0,0
143466,2,1,1,0,0
165995,0,0,2,0,0
165995,1,0,4,1,1
165995,2,0,7,1,1
165995,3,1,8,1,1
151660,0,0,2,1,1
151660,1,0,3,1,1
151660,2,1,4,1,1
152594,0,0,0,3,2
152594,1,0,0,3,2
121119,0,1,0,0,0
121119,1,3,1,1,1
121119,2,3,1,3,3
121119,3,3,1,4,4
121119,4,5,1,4,4
121119,5,7,1,5,5
121119,6,7,1,6,6
121119,7,7,1,6,6
166001,0,1,0,0,0
166001,1,2,0,0,0
166001,2,3,0,0,1
166001,3,3,0,0,1
112754,0,2,0,0,0
112754,1,2,2,0,0
112754,2,2,2,0,0
112754,3,2,2,0,1
112754,4,3,4,0,1
112754,5,3,4,1,2
5139,0,0,0,1,1
5139,1,2,0,2,2
5139,2,5,0,3,3
5139,3,5,0,3,3
106174,0,2,1,0,0
106174,1,2,1,0,1
106174,2,5,2,0,1
106174,3,5,2,0,1
184438,0,1,0,0,0
184438,1,3,1,0,0
184438,2,3,1,0,0
184438,3,3,1,0,0
184439,0,2,0,0,0
184439,1,2,1,0,0
184439,2,3,1,0,0
184439,3,3,1,0,0
106616,0,2,3,1,2
106616,1,3,6,1,2
106616,2,4,7,1,2
106616,3,5,9,3,4
166009,0,0,0,0,0
166009,1,2,0,0,0
166009,2,3,0,0,0
166009,3,5,1,0,0
118907,0,2,0,1,1
118907,1,3,0,1,1
118907,2,3,1,1,1
118907,3,5,1,2,3
118907,4,5,1,3,4
6271,0,1,1,0,0
6271,1,1,1,0,0
6271,2,2,3,1,0
6271,3,2,4,1,0
166018,0,0,1,0,0
166018,1,1,4,0,0
166018,2,1,5,1,1
166018,3,1,5,1,1
6275,0,4,0,2,2
6275,1,4,0,2,2
6275,2,4,0,2,2
184454,0,1,1,0,0
184454,1,2,2,0,0
184454,2,2,2,0,0
184454,3,2,2,0,0
102538,0,0,0,0,0
102538,1,0,0,0,0
102538,2,0,0,0,0
102538,3,1,0,1,1
102538,4,2,1,1,1
102538,5,2,1,1,1
166027,0,0,0,1,1
166027,1,1,4,1,1
166027,2,1,4,2,2
6284,0,0,0,0,0
6284,1,2,1,0,0
6284,2,3,1,0,0
6284,3,5,1,0,2
6284,4,5,1,0,2
6284,5,5,1,0,2
4983,0,5,1,0,0
4983,1,7,1,0,0
4983,2,8,1,1,0
4983,3,8,1,1,0
4983,4,8,1,1,0
168302,0,1,0,0,0
168302,1,3,1,0,0
168302,2,3,1,0,0
188100,0,0,0,0,0
188100,1,1,3,0,0
188100,2,1,3,0,0
4847,0,4,0,3,3
4847,1,9,0,4,4
4847,2,9,0,4,4
108705,0,1,0,0,0
108705,1,4,0,0,0
108705,2,7,0,0,0
108705,3,7,0,0,0
151715,0,1,0,0,0
151715,1,4,1,0,0
151715,2,8,2,0,0
151715,3,8,2,0,0
6310,0,0,0,0,0
6310,1,3,2,0,0
6310,2,5,2,0,0
6310,3,6,2,0,0
6310,4,6,2,0,0
102569,0,2,0,0,0
102569,1,2,0,0,0
102569,2,2,0,0,0
102569,3,5,0,2,2
102569,4,6,0,2,2
112810,0,0,0,1,1
112810,1,1,1,4,4
112810,2,3,3,6,6
112810,3,3,3,6,6
6315,0,2,0,1,1
6315,1,4,0,1,1
6315,2,7,4,1,1
6315,3,8,6,1,1
6315,4,9,7,1,1
118956,0,0,2,1,1
118956,1,0,3,1,1
118956,2,2,3,1,1
118956,3,3,4,1,1
118956,4,6,5,2,2
118956,5,7,6,2,2
6318,0,2,2,0,0
6318,1,5,2,1,1
6318,2,6,6,1,1
6318,3,12,7,1,1
6318,4,12,7,1,1
6319,0,0,0,0,0
6319,1,2,0,1,1
6319,2,5,0,1,1
6319,3,7,0,4,4
6319,4,8,0,4,4
6320,0,0,0,1,1
6320,1,2,1,2,2
6320,2,4,1,2,2
6320,3,5,2,2,2
6320,4,7,2,2,2
6320,5,7,2,2,2
6323,0,1,1,0,0
6323,1,1,1,0,0
6323,2,2,3,0,0
6323,3,2,3,1,1
6323,4,4,6,2,2
6323,5,4,6,3,3
104628,0,3,3,0,0
104628,1,6,4,2,2
104628,2,7,4,3,3
104628,3,7,4,4,4
151733,0,0,0,0,0
151733,1,0,0,0,0
151733,2,0,0,1,1
151733,3,0,0,1,1
184502,0,2,1,1,2
184502,1,2,1,1,2
184502,2,3,2,1,2
6327,0,4,0,0,0
6327,1,5,0,0,0
6327,2,8,0,1,1
6327,3,10,1,1,1
112824,0,3,1,1,1
112824,1,4,1,1,1
112824,2,4,1,1,1
112824,3,5,1,2,2
112824,4,6,3,2,2
112824,5,7,4,2,2
160799,0,1,1,0,0
160799,1,3,1,0,0
160799,2,3,1,0,0
6334,0,3,1,0,0
6334,1,8,2,0,0
6334,2,9,5,0,0
6334,3,10,5,1,1
6334,4,10,5,1,1
5493,0,1,1,0,0
5493,1,6,3,3,2
5493,2,6,3,3,2
108736,0,3,1,0,0
108736,1,4,1,0,0
108736,2,8,2,1,1
108736,3,8,2,1,1
4843,0,0,0,0,0
4843,1,1,1,1,1
4843,2,1,1,2,2
4843,3,1,1,2,2
151754,0,3,0,3,3
151754,1,5,0,4,4
151754,2,5,0,4,4
151757,0,1,0,0,0
151757,1,1,0,0,0
151757,2,1,0,0,0
6698,0,0,0,1,1
6698,1,4,0,2,2
6698,2,4,0,3,3
6698,3,6,1,4,4
102618,0,0,0,1,1
102618,1,0,0,3,3
102618,2,0,0,4,5
102618,3,0,0,6,7
102618,4,1,0,7,8
118821,0,1,1,0,0
118821,1,1,1,0,1
118821,2,2,2,0,1
118821,3,4,5,0,1
118821,4,5,6,1,2
118821,5,5,6,1,2
118821,6,5,6,1,2
110816,0,0,0,0,0
110816,1,1,0,0,0
110816,2,2,1,1,1
110816,3,3,2,1,1
110816,4,6,3,1,1
110816,5,7,4,1,1
110816,6,7,4,1,1
123106,0,3,0,0,0
123106,1,6,0,1,1
123106,2,6,0,1,1
123106,3,9,0,1,1
123106,4,9,0,1,1
102630,0,0,0,0,0
102630,1,0,0,0,0
102630,2,1,1,0,0
102630,3,2,2,0,0
102630,4,3,3,0,0
102630,5,3,3,0,0
6375,0,0,0,1,1
6375,1,2,0,1,1
6375,2,4,0,1,1
6375,3,7,0,1,1
6375,4,8,0,2,2
157928,0,2,0,0,0
157928,1,3,0,0,0
157928,2,4,1,0,0
108778,0,0,0,1,1
108778,1,0,3,1,2
108778,2,3,3,1,2
108778,3,3,3,1,2
6381,0,1,0,0,0
6381,1,4,1,0,0
6381,2,5,1,1,1
6381,3,5,1,1,1
108783,0,0,0,0,0
108783,1,1,0,0,0
108783,2,1,0,0,0
108783,3,2,0,0,0
108783,4,2,0,0,0
4819,0,1,1,0,0
4819,1,2,3,2,2
4819,2,3,4,3,3
6388,0,0,0,0,0
6388,1,0,0,0,0
6388,2,1,0,1,1
6388,3,3,1,1,1
6388,4,3,1,1,1
6389,0,2,1,0,0
6389,1,3,1,0,0
6389,2,3,2,0,0
6389,3,3,2,0,0
139514,0,3,1,0,0
139514,1,4,1,0,0
139514,2,6,2,0,0
102651,0,0,0,0,0
102651,1,2,0,1,1
102651,2,2,1,1,1
102651,3,2,1,2,2
102651,4,3,1,2,2
102651,5,3,1,2,2
6397,0,2,0,0,0
6397,1,4,0,0,0
6397,2,8,0,0,0
6397,3,8,0,0,0
6400,0,0,0,0,0
6400,1,2,2,0,0
6400,2,2,2,1,1
6400,3,2,2,1,1
163337,0,0,0,0,0
163337,1,2,1,0,0
163337,2,2,4,1,1
102670,0,4,1,1,1
102670,1,7,1,1,1
102670,2,9,2,1,1
102670,3,9,2,1,1
5848,0,0,0,1,1
5848,1,2,2,1,1
5848,2,3,3,1,1
5848,3,4,4,1,1
5848,4,4,5,1,1
5848,5,4,5,1,1
151827,0,1,0,3,3
151827,1,3,0,4,4
151827,2,3,0,4,4
4510,0,2,0,0,0
4510,1,4,0,0,0
4510,2,10,1,0,0
4510,3,10,1,0,0
151833,0,1,0,0,0
151833,1,4,0,0,0
151833,2,4,0,0,0
6428,0,0,0,0,0
6428,1,4,0,1,1
6428,2,6,0,1,1
6428,3,7,0,1,1
6428,4,8,1,1,1
165253,0,1,1,0,0
165253,1,2,1,0,0
165253,2,2,1,0,0
157984,0,0,0,0,0
157984,1,0,0,1,1
157984,2,0,0,2,2
162523,0,0,1,0,0
162523,1,0,2,1,1
162523,2,0,3,1,1
162523,3,1,4,1,1
149796,0,0,0,3,2
149796,1,1,0,4,3
149796,2,1,0,4,3
104743,0,6,3,0,0
104743,1,6,3,1,1
104743,2,7,4,1,1
106797,0,1,0,1,1
106797,1,2,0,1,1
106797,2,4,0,3,3
106797,3,5,0,3,3
123187,0,0,0,0,0
123187,1,3,1,1,1
123187,2,5,2,1,1
123187,3,6,2,2,2
123187,4,7,3,2,2
180535,0,0,0,0,0
180535,1,1,2,0,0
180535,2,1,2,0,0
180535,3,1,2,1,1
117049,0,0,0,0,0
117049,1,1,1,0,0
117049,2,1,1,1,0
117049,3,2,1,2,1
117049,4,2,1,2,1
117049,5,2,1,3,2
149820,0,2,0,1,1
149820,1,4,0,1,1
149820,2,4,0,1,1
188094,0,0,0,0,0
188094,1,0,0,0,0
188094,2,1,1,0,0
188094,3,1,1,0,0
6465,0,1,0,0,0
6465,1,2,0,0,0
6465,2,2,0,0,0
6465,3,4,0,0,0
6465,4,4,0,0,0
104770,0,0,2,0,0
104770,1,0,2,0,0
104770,2,0,3,0,0
104770,3,2,3,0,0
104770,4,4,4,0,0
146145,0,1,0,2,1
146145,1,1,0,2,1
146145,2,1,0,2,1
121911,0,0,0,0,0
121911,1,2,1,1,1
121911,2,2,2,1,1
121911,3,2,2,1,1
149837,0,3,0,0,0
149837,1,4,0,0,1
149837,2,5,0,0,1
149837,3,5,0,0,1
168271,0,1,0,0,0
168271,1,2,4,0,0
168271,2,2,4,0,0
102737,0,0,0,0,0
102737,1,1,1,0,0
102737,2,1,3,1,1
102737,3,1,4,1,1
102737,4,1,4,1,1
103123,0,0,4,1,1
103123,1,0,5,1,1
103123,2,0,5,1,1
104791,0,1,0,1,0
104791,1,4,1,2,1
104791,2,6,1,3,1
104791,3,6,1,3,1
104791,4,6,1,3,1
109285,0,1,0,0,0
109285,1,3,0,0,0
109285,2,5,0,0,0
109285,3,5,0,0,0
162146,0,1,2,0,0
162146,1,1,4,2,2
162146,2,1,4,2,2
162146,3,1,4,2,2
149859,0,1,0,1,0
149859,1,1,0,1,0
149859,2,1,0,2,0
149859,3,1,0,2,0
6500,0,1,0,0,0
6500,1,1,1,0,0
6500,2,1,2,0,0
6500,3,1,2,1,1
168293,0,1,0,0,0
168293,1,4,0,1,1
168293,2,4,0,1,1
6502,0,1,0,1,1
6502,1,2,0,1,3
6502,2,5,3,1,3
6502,3,6,4,1,3
168298,0,1,1,0,0
168298,1,1,1,0,0
168298,2,1,1,0,0
160711,0,2,1,0,0
160711,1,4,2,0,0
160711,2,5,4,0,0
160711,3,5,4,1,1
6516,0,0,0,2,1
6516,1,0,0,5,2
6516,2,1,1,7,3
6516,3,1,1,10,6
6518,0,1,1,0,0
6518,1,2,2,2,2
6518,2,3,2,3,3
6518,3,4,3,3,3
162168,0,0,3,0,0
162168,1,0,3,0,0
162168,2,0,3,2,2
6522,0,0,0,0,0
6522,1,0,0,2,2
6522,2,1,1,2,2
6522,3,1,1,3,3
6522,4,1,1,4,4
104827,0,2,0,0,0
104827,1,3,0,1,0
104827,2,3,0,1,0
104827,3,4,0,1,0
6526,0,0,1,1,1
6526,1,0,1,2,1
6526,2,1,3,2,1
6526,3,2,4,2,1
6526,4,2,4,3,2
103829,0,2,0,0,1
103829,1,4,1,0,1
103829,2,6,2,0,1
103829,3,6,2,0,1
162180,0,1,1,0,0
162180,1,1,3,1,1
162180,2,1,3,1,1
159126,0,2,0,1,2
159126,1,4,0,3,3
159126,2,4,0,3,3
166342,0,3,0,0,0
166342,1,4,0,0,0
166342,2,4,0,0,0
6540,0,0,0,2,2
6540,1,0,0,4,4
6540,2,1,0,4,4
6540,3,2,0,5,5
6540,4,2,0,6,6
6540,5,2,0,6,6
117135,0,4,1,1,1
117135,1,5,2,1,1
117135,2,6,3,1,1
117135,3,7,4,1,1
117135,4,8,5,1,1
102803,0,0,0,0,0
102803,1,0,0,0,0
102803,2,0,0,0,0
102803,3,1,4,0,0
102803,4,1,4,1,1
6549,0,0,1,1,1
6549,1,0,1,1,1
6549,2,1,1,2,1
6549,3,1,3,6,4
6549,4,3,7,8,6
188173,0,1,1,0,0
188173,1,2,1,0,0
188173,2,2,1,0,0
109295,0,1,0,0,0
109295,1,2,0,0,0
109295,2,3,0,0,0
109295,3,3,0,1,1
123294,0,2,5,1,1
123294,1,5,6,3,3
123294,2,6,8,3,3
123294,3,6,8,3,3
4512,0,2,0,1,0
4512,1,4,0,1,0
4512,2,4,0,1,0
4512,3,4,0,1,0
162210,0,1,0,0,0
162210,1,2,0,0,0
162210,2,3,0,1,1
162210,3,3,0,1,1
119195,0,1,1,0,0
119195,1,3,4,1,1
119195,2,3,4,1,1
119195,3,3,4,1,1
119195,4,3,4,1,1
162214,0,1,0,0,0
162214,1,3,0,1,1
162214,2,4,1,1,1
176553,0,0,0,1,1
176553,1,1,1,2,2
176553,2,1,1,2,2
104879,0,0,1,1,1
104879,1,2,1,3,4
104879,2,3,2,3,4
104879,3,3,2,3,4
182705,0,0,0,2,2
182705,1,0,0,4,4
182705,2,0,0,4,4
7243,0,3,0,2,2
7243,1,3,0,2,2
7243,2,6,1,3,2
7243,3,6,1,4,3
162206,0,3,0,0,0
162206,1,6,1,0,0
162206,2,8,2,0,0
102839,0,1,0,1,1
102839,1,2,0,3,2
102839,2,3,1,3,2
102839,3,3,1,3,2
170424,0,1,0,0,0
170424,1,2,0,0,0
170424,2,2,0,0,0
176571,0,3,5,0,0
176571,1,3,5,1,1
182717,0,1,0,0,0
182717,1,2,0,1,0
182717,2,2,0,1,0
100799,0,1,1,0,0
100799,1,4,4,2,1
100799,2,6,5,2,1
100799,3,6,5,2,1
188865,0,2,2,0,1
188865,1,3,3,0,1
188865,2,3,3,0,1
6219,0,1,0,1,1
6219,1,3,1,2,2
6219,2,3,2,2,2
6219,3,4,3,3,3
6219,4,4,3,4,4
6597,0,2,1,1,0
6597,1,4,1,1,0
6597,2,4,3,1,0
6597,3,5,4,1,0
6597,4,6,4,1,0
6597,5,7,5,1,0
121288,0,2,0,3,2
121288,1,4,0,3,2
121288,2,5,0,3,2
121288,3,5,2,3,2
121288,4,5,2,3,2
121288,5,5,2,3,2
188875,0,1,0,0,0
188875,1,2,1,0,0
188875,2,3,1,1,1
188875,3,4,2,1,1
4556,0,0,0,0,0
4556,1,1,0,0,0
4556,2,2,2,0,1
4556,3,3,3,0,1
188878,0,2,2,1,1
188878,1,4,2,2,2
188878,2,4,2,2,2
188879,0,2,0,2,2
188879,1,4,2,2,2
188879,2,5,3,2,2
188880,0,1,1,0,0
188880,1,1,1,1,1
188880,2,1,1,1,1
170449,0,2,0,0,0
170449,1,3,0,0,0
170449,2,4,0,1,1
188882,0,0,0,0,0
188882,1,0,0,2,2
188882,2,0,0,2,2
188882,3,0,0,2,2
170453,0,2,0,0,0
170453,1,2,0,0,0
170453,2,4,0,0,0
170453,3,4,0,0,0
188886,0,1,0,1,0
188886,1,1,0,1,0
188886,2,1,0,1,0
188886,3,1,0,1,0
5540,0,3,1,0,0
5540,1,4,1,2,1
5540,2,6,1,5,3
5540,3,7,3,5,3
5540,4,7,4,6,4
4570,0,1,0,1,1
4570,1,3,0,1,1
4570,2,4,0,1,1
4570,3,6,0,1,1
4570,4,6,0,1,1
102875,0,2,1,1,1
102875,1,2,1,1,1
102875,2,2,2,2,3
102875,3,2,4,3,4
102875,4,2,4,3,4
188892,0,2,0,1,1
188892,1,5,1,1,1
188892,2,6,2,1,1
188893,0,0,1,0,0
188893,1,2,2,1,1
188893,2,2,2,1,1
166367,0,1,0,0,0
166367,2,2,0,0,0
176611,0,0,0,4,1
176611,1,0,0,4,1
188901,0,1,0,2,2
188901,1,4,0,2,2
188901,2,5,1,2,2
6225,0,1,1,0,0
6225,1,3,2,0,0
6225,2,5,3,0,0
6225,3,8,4,2,1
6225,4,8,4,3,2
166377,0,0,1,1,1
166377,1,0,3,1,1
166377,2,1,4,1,1
174571,0,0,0,0,0
174571,1,0,0,0,0
174571,2,0,0,2,0
174571,3,0,0,2,0
188908,0,1,1,1,1
188908,1,2,2,1,1
188908,2,2,2,2,2
188908,3,2,2,2,2
188910,0,0,0,0,0
188910,1,0,0,1,0
188910,2,0,0,1,0
188911,0,2,2,0,1
188911,1,2,2,0,1
188911,2,2,2,1,2
178673,0,1,0,0,0
178673,1,2,1,0,0
181485,0,3,0,2,2
181485,1,7,0,2,2
181485,2,10,1,2,2
188918,0,0,0,0,0
188918,1,0,0,1,1
188918,2,1,2,1,1
102904,0,0,0,0,0
102904,1,3,1,1,1
102904,2,6,1,4,4
102904,3,7,2,4,4
188921,0,0,0,0,0
188921,1,1,0,0,0
188921,2,1,0,0,0
188921,3,1,0,0,0
161535,0,2,0,0,0
161535,1,3,0,1,1
161535,2,4,1,1,1
104956,0,1,0,0,0
104956,1,2,0,0,0
104956,2,3,0,0,0
104956,3,3,0,0,0
100862,0,0,1,0,0
100862,1,0,1,0,0
100862,2,3,2,1,1
100862,3,3,2,1,1
100862,4,3,2,1,1
172544,0,2,0,0,0
172544,1,5,1,0,0
172544,2,6,1,0,0
172544,3,6,1,0,0
172546,0,1,1,0,0
